,texto,doc_id,tiempo_segundos,dificultad
30,"ARTÍCULO 94. El jurado del examen de grado deberá integrarse por el siguiente número de sinodales con el grado mínimo correspondiente: tres para especialidad, cuatro para maestría y cinco para el doctorado. Al menos una de las personas que participen como sinodal, será externa a la institución. La participación de la persona que funja como sinodal externa en el examen de grado podrá ser presencial, virtual o mediante la emisión de su voto razonado. Cuando algún sinodal participe de manera no presencial, el acta de examen de grado podrá ser firmada de manera autógrafa o electrónica posterior a la fecha de defensa del grado. Para el caso de maestría, el acta de examen de grado tendrá plena validez con al menos tres firmas autógrafas, mientras que para doctorado el acta de examen tendrá plena validez con al menos cuatro firmas autógrafas.",30,34.0,4
31,"ARTÍCULO 69. Se entiende por inscripción a un programa de posgrado, el proceso mediante el cual una persona es registrada por primera vez en un programa de posgrado. Este proceso se inicia a través de la Coordinación de Programa, quien presenta la solicitud a la Comisión Académica del Posgrado para su aprobación en el marco de 36 Reglamento de Estudios de Posgrado la convocatoria de nuevo ingreso y se formaliza ante la Dirección de Servicios Escolares o Dirección que la sustituya en su momento en los periodos establecidos en el calendario escolar.",31,24.0,2
32,"Crear, transmitir y aplicar el conocimiento a través de la investigación científica es parte de la contribución que ofrece la Jornada Virtual de Difusión y Fomento a la Investigación en Ciencias Sociales, organizada en el campus Caborca de la Unidad Regional Norte (URN) e inaugurada de manera virtual con la presencia de prestigiados expositores e investigadores de Chile, Brasil, España, Estados Unidos, Costa Rica, Colombia y México.
En el inicio de actividades, Ramón Enrique Robles Zepeda, secretario General Académico, a nombre de María Rita Plancarte Martínez, rectora de la Universidad de Sonora, hizo énfasis en la evolución que han tenido las jornadas desde su creación hace tres años, y cómo se ha incrementado notablemente el número de personas que participan, promoviendo así la necesidad de incrementar la Investigación.
“Hay un renovado interés por investigar en las ciencias sociales y humanidades, es oportuno este tipo de eventos, porque son espacios para consolidar relaciones de trabajo”, indicó.
Leticia León Godínez, vicerrectora de la URN, en su mensaje de bienvenida indicó que este tipo de eventos contribuyen a la formación de recurso humano que genera conocimientos científicamente válidos y socialmente pertinentes en apoyo a la solución de problemas, favoreciendo el crecimiento de empresas, organizaciones y la sociedad en general.
“Es momento propicio para reconocer la tenacidad, la disciplina y el trabajo colaborativo de la Academia de Metodología y Estudios Sociales de la Unidad Regional Norte, campus Caborca, así como al comité organizador; expresamos una felicitación a todos los integrantes por su esfuerzo y entrega en este evento”, precisó León Godínez.
Buscan compartir resultados científicos
El objetivo de estas jornadas es compartir resultados científicos de investigación en ciencias sociales entre docentes, investigadores y alumnos; y que la sociedad en general conozca la importancia de la investigación en temas como psicología, derecho, sociología para que tengan la información necesaria al alcance, indicó Libia Yanelli Yanez Peñúñuri, presidenta del comité organizador y miembro de la Academia de Metodología y Estudios Sociales.
El evento, a realizarse del 21 al 23 de septiembre, es en colaboración con el Departamento de Ciencias Sociales y la División de Ciencias Económicas y Sociales, donde se acuerdan las líneas de investigación para cada Jornada, indicó.
Yanez Peñúñuri recordó que en el año 2019 fue la primera edición del evento, en la que participaron 250 personas, y en el año 2021, de manera virtual llegaron a 800 personas. Para esta edición, declaró, esperan superar esa cifra, ya que las jornadas son de manera virtual y presencial.
Se programaron 18 conferencias magistrales con investigadores a nivel nacional e internacional y la participación de 104 ponencias en conjunto, lo que genera una mayor visibilidad del conocimiento a la comunidad, resaltó.
En la inauguración también estuvieron Josafat Marina Ezquerra Brauer, directora de Apoyo a Docentes, Investigación y Posgrado, así como los vicerrectores Luz María Durán Moreno y Jesús Alfredo Rosas Rodríguez, de las unidades regionales centro y sur, respectivamente.
Además, Susana Angélica Pastrana Corral, jefa del Departamento de Ciencias Sociales; José Guadalupe Rodríguez Gutiérrez, coordinador del Posgrado Integral en Ciencias Sociales, y Bárbara Pesqueira, delegada regional de la Secretaría del Bienestar.",32,126.13,2
33,"ARTÍCULO 13. Para la formulación y aprobación de un programa de posgrado deberá seguirse el siguiente procedimiento: I. La Dirección de la División correspondiente enviará la propuesta y justificación de un nuevo programa de posgrado a la Comisión Institucional de Planeación de la Oferta Educativa o la comisión responsable en su momento, para su análisis y opinión. II. En caso de que el proyecto reciba una opinión favorable sobre su viabilidad y pertinencia, la Dirección de la División correspondien- te nombrará una comisión para elaborar el proyecto curricular. III. La Dirección de la División correspondiente enviará el proyecto cu- rricular para su revisión y aval a la Dirección de Apoyo a Docentes, Investigación y Posgrado o Dirección responsable en su momento. IV. Una vez que el proyecto curricular recibe el aval de la Dirección de Apoyo a Docentes, Investigación y Posgrado o la Dirección respon- sable en su momento, la Dirección de la División envía el proyecto para su revisión y aprobación al Consejo Divisional. V. Una vez que el proyecto curricular es aprobado por el Consejo Divisional, se envía para su revisión y aprobación al Consejo Aca- démico de Unidad. VI. Una vez que el proyecto es aprobado por el Consejo Académico de Unidad, se envía para su revisión y aprobación al Colegio Aca- démico en los términos que establece la normatividad universitaria. En cada etapa si el proyecto curricular recibe observaciones, la comisión responsable revisará y atenderá las mismas. 15 Reglamento de Estudios de Posgrado",33,106.5,2
34,"El movimiento de ciencia abierta surgió en Europa y es una idea que poco a poco ha permeado en el ámbito académico con el propósito de superar la barrera del pago para acceder al conocimiento que generan los investigadores; sin embargo, al mismo tiempo se trata de un tema lleno de preguntas y una de ésta es ¿Qué queremos hacer con la ciencia abierta?, se preguntó Juan Carlos Beamín.
En su conferencia: Integración de áreas institucionales enfocadas a la ciencia abierta, como parte de las actividades académicas de la Semana de la ciencia abierta Unison 2021, el especialista en astrofísica e investigador chileno comentó que la ciencia abierta es un fenómeno a nivel mundial orientado al acceso público de la información y cada vez hay mayor número de personas decididas a cooperar en comunidades de conocimiento curando y nutriendo información a enciclopedias libres como Wikipedia, ejemplificó.
El movimiento de ciencia abierta busca construir un mundo donde el conocimiento científico sea realmente abierto, pero alrededor hay varias preguntas, entre ellas ¿Como sociedad realmente estamos listos para avanzar hacia la ciencia abierta? “Yo, creo que sí”, refirió; pero ¿Qué es el término de ciencia abierta? ¿Aplica sólo para la academia? ¿Qué pasa con la difusión de la ciencia para el público en general? ¿Es razonable que toda la ciencia sea tan abierta? ¿Se eliminaría en sistema de patentes? ¿Cómo migrar a la ciencia abierta?
Una de las principales discusiones en el tema de ciencia abierta es, si existe algún sentido de que los resultados y procesos de investigación financiados con recursos públicos estén sujetos a pago cuando la ciudadanía aportó con sus impuestos la realización de dichos proyectos científicos.
El también coordinador científico del Centro de Comunicación de las Ciencias, de la Universidad Autónoma de Chile, agregó que la gran cantidad de las investigaciones se generan en las universidades y centros de investigación y éstas tienen que tomar el compromiso del acceso abierto y el caso más emblemático de ellos es el Plan S.
Dicha iniciativa pone a disposición inmediatamente los resultados de proyectos de investigación en revistas de libre acceso, se trata de una iniciativa europea que busca ofrecer al público en general los resultados de las investigaciones, “pero ¿Qué queremos hacer con la ciencia abierta? Esa es una gran pregunta”, recalcó Juan Carlos Beamín.
Explicó que la Universidad Autónoma de Chile implementó el Centro de Comunicación de las Ciencias, el cual ha seguido el modelo de ciencia abierta para poner a disposición del público en general la ciencia, y desde hace unos tres años se han enfocado a la difusión sistemática del conocimiento generado.
“Una universidad tiene que comprometerse con la ciencia y ser ciencia, pero cómo vamos a canalizar esos esfuerzos”, indicó. Refirió que la Universidad Autónoma de Chile es una institución joven con 30 años de haber sido fundada y apenas 10 años atrás iniciaron la actividad de investigación la cual ha crecido exponencialmente.
La apuesta institucional es a los investigadores jóvenes ya que es más fácil que se adapten a tendencias actuales como la integración del concepto de ciencia abierta de forma institucional, “cómo hacemos que esta universidad -la Autónoma de Chile- relativamente nueva, con 10 años de historia en investigación; cómo hacemos que la investigación que se genera no quede tras los muros de pago de una revista, no quede en ese grupito de nicho de investigadores y no quede para siempre encerrada en un lugar donde nadie se va a beneficiar”, puntualizó.
Es por ello que han trabajado en poner a disposición de la sociedad el conocimiento científico, a fin de lograr que la ciencia ayude a tomar decisiones basadas en hechos y no en opiniones, de ahí que han unido a la academia y al sector público en una comunidad de retroalimentación y fomento a la investigación, de tal manera que derivado de esa interacción los investigadores cambian sus líneas de trabajo en caso de ser necesario, abundó.
Añadió que se trata de un modelo de investigación y comunicación que busca generar comunidades en torno a diversos conocimientos, pero no se trata de informar o llevar el conocimiento que han generado, sino de ofrecer alternativas de solución a problemas del sector productivo o necesidades de los tomadores de decisión.
Por ello la ciencia abierta es clave, no solo para comunicar lo que se hace, sino para poner al servicio de la sociedad el conocimiento generado; y es así que nace en Centro de Comunicación de la Ciencia de la Universidad Autónoma de Chile, centrado no solo en informar, sino con poner al servicio de la sociedad el conocimiento científico.",34,180.0,2
35,"ARTÍCULO 45. Las secciones de los planes de estudios de los programas de posgrado deben apegarse a lo estipulado en la Guía para el Diseño de Nuevos Planes de Estudio y Reestructuración de Programas de Posgrado, elaborada por la Dirección de Apoyo a Docentes, Investigación y Posgrado con base en los criterios establecidos por las disposiciones institucionales y los organismos externos.",35,12.05,1
36,"Mill Ave Chambers Players ofreció un concierto de cámara la tarde del lunes, 23 de enero. Sabrina Hu, en la flauta; Nikolaus Flickinger, en el oboe; Katherine Palmer, en el clarinete; Thomas Breadon, Jr., en el fagot; y Rose French, en la trompa, cautivaron con su repertorio.
Por espacio de alrededor de una hora, el quinteto que tiene su sede en el Phoenix College, deleitó al público asistente al Auditorio del Centro de las Artes, donde Rose French dio la introducción al concierto al agradecer la presencia de los universitarios.
También en el FAOT
Mill Ave Chambers Players se fundó en 2007, han sido nominados al Premio de Arte del Alcalde de la Ciudad de Phoenix, reconocidos por su trabajo de fortalecer comunidades en la Conferencia Anual Nacional de la Cámara de Música de América; así como por el programa Arizona Encore, de la estación de radio KBAQ; y fue distinguido en el Downtown Chamber Series, en el Centro de Arte en Mesa, Arizona.
Un día antes de su presentación en esta Casa de Estudios lo hicieron en el Festival Alfonso Ortiz Tirado, en Álamos; entre los escenarios en que se han presentado están el Festival Musical Walled City Music, en Irlanda del Norte, pero su labor se centra en conciertos con organizaciones comunitarias, Bibliotecas, escuelas públicas y privadas, un promedio de 50 presentaciones al año.",36,54.0,4
37,"Beatriz Espinoza
La Universidad de Sonora, a través del Programa Institucional de Vida Saludable de la Dirección de Apoyo a Programas Institucionales, invitó a la población a participar en el evento titulado Por ti, por todas… Unison en Rosa.
El evento tendrá lugar el miércoles 19 de octubre del año en curso en la Plaza del Estudiante del campus Hermosillo en horario matutino de las 9:00 a las 11:00 horas y en el vespertino, de las 17:00 a las 19:00 horas.
Brindarán atención preventiva
Es organizado en el marco de la conmemoración del Día Internacional de la Lucha Contra el Cáncer de Mama y se abordarán diferentes temáticas y programas institucionales, como el de Acompañamiento a sobrevivientes de cáncer de mama y el de entrenamiento muscular para este mismo grupo de pacientes.
También se incluirán las acciones del Programa de Salud Estudiantil que brindará atención a través del consultorio médico, el proceso de afiliación al Seguro Facultativo del Seguro Social (IMSS) y acciones de prevención y de autocuidado en casos de padecimiento del cáncer de mama.
A través del código QR en el banner que se encuentra en la página https://programasinstitucionales.unison.mx/, o ingresando al enlace https://bit.ly/3rKTsc3.",37,25.0,1
38,"ARTÍCULO 33. Las Unidades Receptoras podrán ser sancionadas cuando incurran en alguna de las siguientes faltas: I. Modificar o cancelar los programas o proyectos aprobados sin previo aviso. II. Asignar a los prestadores de servicio social actividades que no estén relacionadas con el objetivo del programa o proyecto. III. No respetar los horarios y el período de prestación establecidos en los programas o proyectos aprobados. IV. No ofrecer el trato digno y respetuoso que merecen los presta- dores de servicio social. 24 Reglamento de Servicio Social Universitario V. No otorgar los medios, las facilidades y la seguridad que se re- quieran para el adecuado desarrollo de las actividades de los prestadores asignados. VI. Cuando las actividades encomendadas contravengan el código de ética que prescriben la Universidad de Sonora y el código de ética de la profesión correspondiente. VII. Por el incumplimiento en lo establecido en el apartado de Obli- gaciones (artículo 26) del presente documento. Según la gravedad de la falta analizada por el CISSU, las sanciones a las que pueden hacerse acreedoras las Unidades Receptoras son las siguientes: a) Retiro temporal de los prestadores de servicio social del pro- grama o proyecto. b) Retiro definitivo de los prestadores de servicio social del pro- grama o proyecto. c) Cancelación definitiva como unidad receptora de servicio so- cial. 25 Reglamento de Servicio Social Universitario TRANSITORIOS PRIMERO. Se abroga el anterior Reglamento de Servicio Social Universitario aprobado el 23 de mayo de 2017 por el H. Colegio Académico. SEGUNDO. El presente Reglamento entrará en vigor al día siguiente de su publicación en la Gaceta Universitaria. TERCERO. Los estudiantes que se encuentren inscritos en programas educativos que no han realizado su transición a los nuevos lineamientos del componente curricular del modelo educativo 2030, prestando su servicio social a la fecha de entrada en vigor del presente Reglamento, podrán concluirlo de acuerdo con las disposiciones del Reglamento de 2017. CUARTO. En un plazo no mayor de un año a partir de la entrada en vigor del presente Reglamento, el CISSU deberá presentar al H. Colegio Académico una evaluación de la implementación del Reglamento de Servicio Social Universitario, así como propuestas para su mejora. QUINTO. Una vez aprobado el presente Reglamento de Servicio Social Universitario, el CISSU realizará las adecuaciones pertinentes al Manual de Procedimientos. 26 El Reglamento de Servicio Social Universitario fue aprobado por el H. Consejo Universitario, en su sesión celebrada el día 13 de abril de 1988. Las siguientes son modificaciones realizadas posteriormente por el H. Colegio Académico a esa normativa: 1. En la sesión ordinaria número 94 celebrada el día 13 de diciembre de 2007, el H. Colegio Académico aprobó el Reglamento de Servicio Social Universitario. 2. En la sesión ordinaria número 151 celebrada el día 23 de mayo de 2017, el H. Colegio Académico aprobó las modi- ficaciones al Reglamento de Servicio Social Universitario, donde se precisó una nueva estructura organizativa para realizar las actividades del Servicio Social Universitario. 3. En la sesión ordinaria número 172 celebrada el día 30 de marzo de 2020, el H. Colegio Académico aprobó las modificaciones al Reglamento de Servicio Social Univer- sitario, para hacer congruente el contenido de algunos artículos de dicho reglamento con lo establecido en los Lineamientos para el Componente Curricular del Modelo Educativo 2030 de la Universidad de Sonora, aprobados el 13 de diciembre de 2019 por el H. Colegio Académico. Estas modificaciones se plasman en el presente documen- to. El Reglamento de Servicio Social Universitario se terminó de producir en Hermosillo, Sonora, en abril del 2020. WWW.USON.MX",38,89.5,3
39,"ARTÍCULO 12. Son facultades del CISSU: I. Coordinar la planeación, organización, supervisión, evaluación y acreditación del servicio social en los respectivos programas, de conformidad con las disposiciones generales contenidas en el presente Reglamento. II. Emitir acuerdos para regular el servicio social conforme a los objetivos que establece el presente Reglamento. 12 Reglamento de Servicio Social Universitario III. Evaluar y resolver las solicitudes de registro de programas per- manentes y proyectos de servicio social, integrar las propuestas evaluadas positivamente y turnarlas a la dirección de las divisio- nes correspondientes. IV. Resolver sobre las inconformidades y observaciones presentadas por la unidad receptora con respecto al desempeño del estudian- te o del tutor. V. Acordar las sanciones aplicables a los estudiantes y las Unidades Receptoras. VI. Atender las sugerencias e inconformidades que presenten los es- tudiantes y que no hayan sido resueltas por el tutor. VII. Constituir y mantener actualizado un padrón institucional de Unidades Receptoras, con sus respectivos programas y proyec- tos de servicio social. VIII. Atender las solicitudes de registro de programas y proyectos de servicio social que presenten las Unidades Receptoras. IX. Publicar oportunamente la oferta de programas y proyectos de servicio social y las unidades receptoras correspondientes. X. Realizar el trámite de inscripción de los estudiantes en servicio social ante la Dirección de Servicios Escolares de la Universidad de Sonora.",39,42.666666666666664,3
40,"ARTÍCULO 105. Una vez autorizada la doble titulación, la estudiante o el estudiante deberá completar la inscripción en ambas instituciones conforme a la normativa de cada una de ellas. 47 Reglamento de Estudios de Posgrado La Universidad de Sonora no podrá expedir ningún título o grado si la estudiante o el estudiante no ha concluido todos los créditos del programa, por lo cual deberá tener inscripción activa y tener acreditados todos los créditos.",40,60.53,2
41,"artículo 32 de la Ley Número 169 Orgánica
de la Universidad de Sonora y en la convocatoria, considerando la preeminencia de
criterios académicos, perspectiva de género, experiencia, reconocimiento en gestión
educativa, participación en órganos colegiados y conocimiento de la Universidad. Para
ello se tomarán en cuenta los siguientes aspectos:
a) La formación profesional y la experiencia académica en educación superior, bien
sea en docencia o investigación y/o extensión y difusión, en cualquiera de las áreas
del conocimiento afines al departamento, así como actividades de gestión;
b) La exposición de una propuesta del plan de trabajo para el departamento.
6. La Comisión Electoral Departamental publicará, en forma impresa y en la página
electrónica del Departamento, su resolución con respecto a las(os) aspirantes que
participarán en la fase de consulta a la comunidad académica y estudiantil
departamental, a más tardar el ________. (Considerar un máximo de cinco días hábiles
después del cierre del registro de aspirantes)
7. Las campañas de las (los) aspirantes que hayan sido seleccionados para participar en la
Consulta a la Comunidad departamental, se llevarán a cabo del _____ y hasta las ____
horas del ________ (considerar un máximo de cinco días hábiles), y tendrán como
objetivo dar a conocer a la comunidad departamental la experiencia, trayectoria y
programa de trabajo de las(os) aspirantes. Se evitará el uso de instrumentos comerciales
de publicidad, la distribución de obsequios y la organización de eventos artísticos y/o
sociales. En este periodo, las(os) aspirantes podrán participar en los foros abiertos
organizados por la Comisión para la Consulta.
8. La consulta a la comunidad académica y estudiantil será organizada por la Comisión
para la Consulta a la comunidad departamental, nombrada por el Colegio
Departamental, y se llevará a cabo el día ___________ de manera presencial y en urna,
en _________, en horario de 9:00 a 18:00 horas.
9. Podrán votar aquellos miembros de la comunidad departamental que aparezcan en las
listas del personal académico y del alumnado con estatus activos y acrediten su
identidad al momento de la votación. Sólo se votará en un sector de la Comunidad
departamental de acuerdo a las reglas siguientes:
Página 17 de 22
REGLAMENTO TRANSITORIO PARA LA
ELECCIÓN DE CANDIDATURAS A LA TITULARIDAD
DE LAS JEFATURAS DE DEPARTAMENTO
a) Las y los estudiantes inscritos votarán en el sector estudiantil, siempre y cuando no
pertenezcan al personal académico.
b) Las y los estudiantes inscritos en más de un programa educativo de la misma
facultad, votarán en el departamento en el cual hayan cursado el mayor número
de créditos.
c) El personal académico, aun en el caso de estar inscrito como estudiante o ser
trabajador(a) administrativo(a) y de servicios de la Universidad, votará en el sector
del personal académico.
10. El cómputo de los votos se realizará en sesión pública a partir de las 19:00 horas del
_______, en __________.
11. Al concluir la etapa de consulta a la comunidad, la Comisión Electoral Departamental
designará como candidatas(os) para ocupar la titularidad de Jefatura de Departamento,
a las(os) tres aspirantes que hayan obtenido el mayor porcentaje del voto de la
comunidad departamental, considerando la siguiente ponderación de la votación:
50.0% del personal académico y 50.0% del alumnado.
12. La lista preliminar de candidatas(os) se publicará a más tardar el ____________ (siguiente
día hábil después de la consulta). La lista definitiva será publicada y comunicada a la
Jefatura de Departamento a más tardar el ______________ (tres días hábiles después de
la consulta).
13. La Comisión Electoral Departamental resolverá en primera y única instancia los recursos
sobre actos u omisiones durante el periodo de elección de candidatas(os), excepto
cuando un tercio de sus integrantes no estuviese de acuerdo, o cuando el acto u omisión
recurrida sea en contra la actuación de la Comisión Electoral Departamental, en cuyo
caso pasarían al Colegiado Permanente de Asuntos Electorales para que resuelva en
definitiva. La Comisión Electoral Departamental emitirá su dictamen a más tardar tres
días hábiles contados a partir de la interposición del recurso y comunicará su resolución
a la persona recurrente y a las instancias correspondientes, a más tardar el día hábil
siguiente de dicha resolución.
a) Los recursos sobre actos u omisiones se recibirán en días y horas hábiles en el lugar,
dentro del Departamento, que reciba la Comisión Electoral Departamental, o en la
Oficina Técnica del Colegio Universitario, según corresponda, y especificarán lo
siguiente:
Página 18 de 22
REGLAMENTO TRANSITORIO PARA LA
ELECCIÓN DE CANDIDATURAS A LA TITULARIDAD
DE LAS JEFATURAS DE DEPARTAMENTO
i. Nombre, adscripción e información de contacto de la(s) persona(s)
recurrente(s);
ii. Día y hora de presentación;
iii. Escrito que detalle los actos u omisiones que se recurren, adjuntando los
elementos de prueba que juzgue pertinentes, firmado por la(s) persona(s)
recurrente(s).
b) Los recursos sobre actos u omisiones en cualquiera de las etapas de selección de
aspirantes que participarán en la fase de consulta a la comunidad departamental,
se podrán plantear desde el momento en que se conozcan, y hasta el día hábil
siguiente a la publicación de la lista de aspirantes seleccionadas(os);
c) Los recursos sobre actos u omisiones en las listas de control de votantes se podrán
presentar desde su publicación y hasta tres días hábiles antes de la consulta;
d) Los recursos sobre actos u omisiones durante la campaña electoral podrán
presentarse desde el momento en que se conozcan, y hasta un día hábil antes de
la consulta;
e) Los recursos sobre actos u omisiones durante la consulta y el cómputo de los votos,
podrán plantearse desde el momento en que se conozcan, y hasta el día hábil
siguiente a su realización;
f) Los recursos sobre actos u omisiones en la integración de la terna de candidatas(os),
se podrán plantear desde el momento en que se conozcan, y hasta un día hábil
después de su publicación, y
g) Los actos u omisiones que no sean recurridos en los plazos e instancias fijados se
entienden consentidos para todos los efectos legales.
14. Los aspectos no previstos en la presente convocatoria serán resueltos por la Comisión
Electoral Departamental.
Página 19 de 22
REGLAMENTO TRANSITORIO PARA LA
ELECCIÓN DE CANDIDATURAS A LA TITULARIDAD
DE LAS JEFATURAS DE DEPARTAMENTO
ANEXO 3. Guía sugerida de documentación probatoria del cumplimiento de requisitos
Requisito Ejemplos de documentación probatoria
I.- Tener nacionalidad mexicana; • Acta de nacimiento o pasaporte o INE o CURP
II.- Tener treinta o más años de • Acta de nacimiento
edad al momento de la
designación;
III.- Poseer título profesional • Copia de título profesional y de posgrado
legalmente expedido y posgrado en
un área de conocimiento afín al
Departamento;
IV.- Tener cinco años de Experiencia docente:
experiencia académica en • Constancia detallada de trabajo docente
educación superior en cualquiera expedida por autoridad competente
de las áreas del Departamento; Experiencia en investigación:
• Producción académica (artículos, libros,
V.- Ser persona de reconocido capítulos de libros)
prestigio y competencia • Distinción Sistema Nacional de Investigadores –
profesional.” Sistema Nacional de Creadores de Arte
• Proyectos de investigación o creación de obra
artística concluidos
• Reconocimiento de perfil deseable PRODEP
Experiencia en extensión-divulgación:
• Producción académica (artículos, libros,
capítulos de libros)
• Participación en congresos y otros eventos
académicos
• Participación en proyectos comunitarios y/o de
servicio social y/o prácticas profesionales
• Participación en proyectos y convenios de
vinculación con el sector público, privado o
social.
Gestión educativa:
• Organización de congresos y eventos
académicos
• Integrante de órganos colegiados
• Nombramientos académico-administrativos
Página 20 de 22
REGLAMENTO TRANSITORIO PARA LA
ELECCIÓN DE CANDIDATURAS A LA TITULARIDAD
DE LAS JEFATURAS DE DEPARTAMENTO
• Participación en comisiones académicas
Premios, reconocimientos, estímulos por
productividad y distinciones recibidas
V.- Ser persona de reconocido • Premios, reconocimientos, estímulos por
prestigio y competencia productividad y distinciones recibidas
profesional.”
VI.- No estar en ninguno de los • Escrito firmado bajo protesta de decir verdad
supuestos previstos por la fracción señalando que no se encuentra en ninguno de
VII del",41,330.0,4
42,"ARTÍCULO 32. Las sanciones por faltas relacionadas específicamente con la prestación del servicio social serán determinadas por el CISSU; se establecen como causales de sanción al prestador del SSU las siguientes faltas: I. Incurrir en actos u omisiones que violen el Reglamento de Ser- vicio Social Universitario. II. Incurrir en actos u omisiones que violen las disposiciones y re- glamentos de las Unidades Receptoras. III. Abandonar, sin previa justificación, el programa o proyecto don- de presta su servicio social. IV. Acumular tres faltas consecutivas o cinco alternadas en el trans- curso de un mes, sin previa justificación. V. Incurrir en falsedades en el reporte de actividades trimestral o final. Cuando el prestador del SSU considere que la sanción es improcedente podrá apelar ante el CISSU conforme se establece en el art. 27 fracción XI del presente Reglamento. De las sanciones a las Unidades Receptoras",42,31.0,2
43,"Ante el nivel de percepción de inseguridad que prevalece en la sociedad, en todos los grupos sociales y, en especial, en los ambientes universitarios, es preciso elaborar nuestras propias medidas de seguridad, aseguró la especialista Alicia Hernández de Gante.
La académica e investigadora de la Benemérita Universidad Autónoma de Puebla (BUAP) habló de la Prevención Situacional del Delito durante su intervención en la 4ª Semana Nacional de las Ciencias Sociales y dijo que ésta es una teoría que explica la relación entre el delincuente y la víctima de un delito.
Explicó que ésta, la prevención situacional del delito, es la que nos habla de una relación intrínseca entre los delincuentes, los que cometen delitos aprovechándose de la ocasión y del momento para echar mano de sus acciones y los del otro lado, las víctimas que no tomamos las medidas necesarias, que no nos protegemos debidamente y, a veces, hasta nos exponemos de manera innecesaria.
“La prevención situacional no va a reformar ninguna legislación, ni va a suplir las responsabilidades que tienen las autoridades para velar por nuestra seguridad, pero si nos permitirá reflexionar hasta dónde nosotros podemos contribuir para evitar estar expuestos a ser víctimas de un delito”, estableció.
Comentó que en conjunto con otras instituciones, la BUAP realizó una investigación con estudiantes sobre la percepción de inseguridad en los entornos universitarios que no es un problema nuevo, y que tiene su antecedente en el 2011 cuando Anuies editó un manual de seguridad para las Instituciones de Educación Superior (IDES).
Alicia Hernández resaltó que la seguridad pública es responsabilidad de las autoridades de los tres niveles de gobierno a quienes socialmente se le recrimina su ineficiencia, pero hay que considerar también que la contraparte, la población, también contribuye a esta situación al ponerse en riesgo de convertirse en una víctima de delito.
“En primer lugar, porque no denunciamos y por las actitudes nuestras que nos hacen facilitar el delito, siendo susceptibles de situaciones que nos hacen ser víctimas por no tomar las medidas necesarias, por no protegernos debidamente, pues a veces nos exponemos de manera innecesaria”, afirmó.
La investigadora y docente de la BUAP planteó que es de reconocer la falta de capacitación y, a veces los acuerdos que hay entre los delincuentes y los cuerpos policiales, pero también existen los elementos en donde nosotros nos exponemos y no tomamos las debidas proporciones para no ser susceptibles de un delito.
En este contexto, dijo que no es que nosotros propiciemos los delitos, sino que la delincuencia por delitos del fuero común planea de acuerdo a las circunstancias que se viven y se observan en el ámbito universitario y por ello, está en nuestras manos, tomar las medidas pertinentes.
De acuerdo al desarrollo de la investigación que se realizó durante 2019 y quedó pendiente su seguimiento por la crisis de la pandemia por covid-19, la experta en el tema de seguridad pública dijo que falta desarrollar una cultura de prevención victimal, una conciencia de cuidado personal y grupal.
Añadió que los resultados muestran un alto grado de desidia y desinterés para cumplir protocolos y medidas de seguridad y, quienes han sido víctimas de delitos se mostraron muy confiados y poco precavidos.
“Los estudiantes son la base para desarrollar una cultura de la prevención, que comience en su casa, y termine en la sociedad apoyados unos de otro, con redes de confianza y ayuda mutua para disminuir, en gran medida, la inseguridad y el miedo que se llega a tener en nuestros propios lugares cotidianos de trabajo”, expresó.
Alicia Hernández dijo que es necesario unir esfuerzos para difundir las medidas de seguridad necesarias y evitar ser víctimas de delito por parte de las fiscalías, instituciones educativas, organizaciones gubernamentales y no gubernamentales, asociaciones civiles e incluso, observatorios ciudadanos.",43,168.66666666666666,2
